code,TP,FP,FN,TN,precision,recall,specificity,f1,accuracy,balanced_accuracy,mcc,support_true,support_pred
C9_Soft_Promotion_of_RandI,8,3,0,0,0.7272727272726611,0.999999999999875,0.0,0.8421052631573185,0.7272727272726611,0.4999999999999375,0.0,8,11
C9_Soft_Education_programs,5,2,0,4,0.7142857142856123,0.9999999999997999,0.6666666666665555,0.8333333333327083,0.8181818181817438,0.8333333333331777,0.6900655593423305,5,7
K : Not mentioned,7,0,3,1,0.9999999999998571,0.69999999999993,0.9999999999989999,0.8235294117641245,0.7272727272726611,0.849999999999465,0.4183300132670128,10,7
AA : Mentioned,6,3,0,2,0.6666666666665926,0.9999999999998334,0.39999999999992,0.7999999999994133,0.7272727272726611,0.6999999999998767,0.5163977794943001,6,9
C9_Economic_Public_procurement,2,1,0,8,0.6666666666664445,0.9999999999995,0.8888888888887901,0.7999999999991999,0.9090909090908265,0.9444444444441451,0.7698003589194641,2,3
C9_Economic_Tax_incentive,2,0,1,8,0.9999999999995,0.6666666666664445,0.999999999999875,0.7999999999991999,0.9090909090908265,0.8333333333331597,0.7698003589194641,3,2
Z : C6 Objectives - addressing the full life cycle of plastics,7,3,1,0,0.69999999999993,0.8749999999998906,0.0,0.7777777777771975,0.6363636363635785,0.4374999999999453,-0.19364916731035833,8,10
"C : Mentioned, no time frame",6,3,1,1,0.6666666666665926,0.8571428571427346,0.2499999999999375,0.749999999999414,0.6363636363635785,0.553571428571336,0.13363062095620626,7,9
C9_Regulatory_Requirements_and_surveillance_in_trade_systems,4,2,1,4,0.6666666666665555,0.79999999999984,0.6666666666665555,0.7272727272720991,0.7272727272726611,0.7333333333331977,0.46666666666665113,5,6
C9_Economic_Penalty,2,2,0,7,0.499999999999875,0.9999999999995,0.7777777777776913,0.6666666666659999,0.8181818181817438,0.8888888888885956,0.6236095644622959,2,4
N : Not mentioned,1,0,1,9,0.9999999999989999,0.49999999999975,0.9999999999998889,0.6666666666657777,0.9090909090908265,0.7499999999998195,0.6708203932498868,2,1
C9_Regulatory_Mandatory_certification,1,0,1,9,0.9999999999989999,0.49999999999975,0.9999999999998889,0.6666666666657777,0.9090909090908265,0.7499999999998195,0.6708203932498868,2,1
C9_Soft_Expert_group,4,5,0,2,0.44444444444439507,0.99999999999975,0.2857142857142449,0.6153846153840946,0.5454545454544959,0.6428571428569975,0.3563483225498833,4,9
C9_Soft_Harmonization,4,5,1,1,0.44444444444439507,0.79999999999984,0.16666666666663887,0.5714285714280306,0.45454545454541323,0.4833333333332394,-0.043033148291191675,5,9
C9_Soft_Information_and_Guidance,4,7,0,0,0.36363636363633056,0.99999999999975,0.0,0.533333333332871,0.36363636363633056,0.499999999999875,0.0,4,11
C9_Soft_Knowledge_sharing,4,7,0,0,0.36363636363633056,0.99999999999975,0.0,0.533333333332871,0.36363636363633056,0.499999999999875,0.0,4,11
E : C2 Objectives - reduce production of plastics,3,6,0,2,0.3333333333332963,0.9999999999996666,0.24999999999996875,0.49999999999954164,0.45454545454541323,0.6249999999998177,0.288675134594799,3,9
C9_Economic_RandD_funding,2,4,0,5,0.33333333333327775,0.9999999999995,0.5555555555554939,0.4999999999994999,0.6363636363635785,0.7777777777774969,0.43033148291191675,2,6
B : Mentioned with time frame,1,2,0,8,0.33333333333322224,0.9999999999989999,0.79999999999992,0.499999999999375,0.8181818181817438,0.8999999999994599,0.5163977794942889,1,3
AH : Mentioned,3,6,1,1,0.3333333333332963,0.7499999999998125,0.14285714285712245,0.46153846153796446,0.36363636363633056,0.4464285714284675,-0.13363062095620626,4,9
C9_Economic_Subsidy,2,5,0,4,0.2857142857142449,0.9999999999995,0.44444444444439507,0.44444444444399994,0.5454545454544959,0.7222222222219475,0.3563483225498833,2,7
H : Not mentioned,2,0,6,3,0.9999999999995,0.24999999999996875,0.9999999999996666,0.3999999999996,0.45454545454541323,0.6249999999998177,0.288675134594799,8,2
I : C3 Objectives - benefits of plastics,1,3,0,7,0.2499999999999375,0.9999999999989999,0.69999999999993,0.39999999999952,0.7272727272726611,0.849999999999465,0.4183300132670128,1,4
J : Mentioned,1,3,0,7,0.2499999999999375,0.9999999999989999,0.69999999999993,0.39999999999952,0.7272727272726611,0.849999999999465,0.4183300132670128,1,4
C9_Regulatory_Mandatory_infrastructure,1,4,0,6,0.19999999999996,0.9999999999989999,0.59999999999994,0.3333333333329444,0.6363636363635785,0.79999999999947,0.3464101615137555,1,5
"G : Mentioned, no specification",1,6,1,3,0.14285714285712245,0.49999999999975,0.3333333333332963,0.22222222222182714,0.36363636363633056,0.41666666666652313,-0.13363062095620626,2,7
D : Not mentioned,0,0,3,8,0.0,0.0,0.999999999999875,0.0,0.7272727272726611,0.4999999999999375,0.0,3,0
Q : Not mentioned,0,0,1,10,0.0,0.0,0.9999999999999,0.0,0.9090909090908265,0.49999999999995,0.0,1,0
AD : C7 Objectives - other objectives,0,0,0,11,0.0,0.0,0.9999999999999091,0.0,0.9999999999999091,0.49999999999995454,0.0,0,0
AE : Circular economy,0,7,0,4,0.0,0.0,0.36363636363633056,0.0,0.36363636363633056,0.18181818181816528,0.0,0,7
AF : Climate change,0,3,0,8,0.0,0.0,0.7272727272726611,0.0,0.7272727272726611,0.36363636363633056,0.0,0,3
AG : ESM,0,6,0,5,0.0,0.0,0.45454545454541323,0.0,0.45454545454541323,0.22727272727270662,0.0,0,6
AI : Not mentioned,0,1,0,10,0.0,0.0,0.9090909090908265,0.0,0.9090909090908265,0.45454545454541323,0.0,0,1
AJ : Sustainable production,0,8,0,3,0.0,0.0,0.27272727272724795,0.0,0.27272727272724795,0.13636363636362397,0.0,0,8
C9_Economic_Trading_system,0,2,0,9,0.0,0.0,0.8181818181817438,0.0,0.8181818181817438,0.4090909090908719,0.0,0,2
C9_Regulatory_Judicial_measure,0,1,0,10,0.0,0.0,0.9090909090908265,0.0,0.9090909090908265,0.45454545454541323,0.0,0,1
C9_Soft_Voluntary_certification,0,0,1,10,0.0,0.0,0.9999999999999,0.0,0.9090909090908265,0.49999999999995,0.0,1,0
C9_Economic_Deposit_systems,0,1,1,9,0.0,0.0,0.89999999999991,0.0,0.8181818181817438,0.449999999999955,-0.09999999999999,1,1
C9_Regulatory_Legal_recognition,0,1,1,9,0.0,0.0,0.89999999999991,0.0,0.8181818181817438,0.449999999999955,-0.09999999999999,1,1
F : Mentioned with specification,0,2,1,8,0.0,0.0,0.79999999999992,0.0,0.7272727272726611,0.39999999999996,-0.14907119849997486,1,2
AC : Partial mention,0,1,2,8,0.0,0.0,0.8888888888887901,0.0,0.7272727272726611,0.44444444444439507,-0.14907119849997486,2,1
AB : Not mentioned,0,1,3,7,0.0,0.0,0.8749999999998906,0.0,0.6363636363635785,0.4374999999999453,-0.19364916731035833,3,1
